r	159	133	10	10	0	0	60s	100	1	2414
r	223	150	10	10	0	0	60s	100	1	2414
r	144	151	10	10	0	0	60s	100	1	2413
r	211	153	10	10	0	0	60s	100	1	2413
r	90	169	10	10	0	0	60s	100	1	2414
r	147	176	10	10	0	0	60s	100	1	2413
r	155	161	10	10	0	0	60s	100	1	2414
r	122	107	10	10	0	0	60s	100	1	2413
r	107	107	10	10	0	0	60s	100	1	2413
r	94	110	10	10	0	0	60s	100	1	2414
r	130	162	10	10	0	0	60s	100	1	2413
r	106	138	10	10	0	0	60s	100	1	2413
r	115	143	10	10	0	0	60s	100	1	2413										
										
										
m	148	117	0	0	0	0	15s	100	1	8027
m	148	138	0	0	0	0	10s	100	1	8027
m	148	150	0	0	0	0	7s	100	1	8027
m	148	162	0	0	0	0	12s	100	1	8027
m	148	173	0	0	0	0	17s	100	1	8027

