m	1410	729	1	1	0	0	90s	100	1	8021
m	1395	742	1	1	0	0	90s	100	1	8021
m	1388	763	1	1	0	0	90s	100	1	8021
m	1396	783	1	1	0	0	90s	100	1	8021
m	1374	749	1	1	0	0	90s	100	1	8021
m	124	139	1	1	0	0	90s	100	1	8022
m	149	138	1	1	0	0	90s	100	1	8022
m	132	157	1	1	0	0	90s	100	1	8022
m	157	152	1	1	0	0	90s	100	1	8022
m	152	173	1	1	0	0	90s	100	1	8022
m	111	1404	1	1	0	0	90s	100	1	8020
m	118	1415	1	1	0	0	90s	100	1	8020
m	136	1411	1	1	0	0	90s	100	1	8020
m	132	1395	1	1	0	0	90s	100	1	8020
m	120	1385	1	1	0	0	90s	100	1	8020
