g	1269	646	5	5	0	0	90s	100	1	10544
g	1262	663	5	5	0	0	90s	100	1	10544
g	1257	683	5	5	0	0	90s	100	1	10544
g	1245	719	5	5	0	0	90s	100	1	10544
g	1255	736	5	5	0	0	90s	100	1	10544
g	1281	750	5	5	0	0	90s	100	1	10544
g	1307	755	5	5	0	0	90s	100	1	10544
g	1329	756	5	5	0	0	90s	100	1	10544
g	1352	727	5	5	0	0	90s	100	1	10544
g	1358	699	5	5	0	0	90s	100	1	10544
g	1324	659	5	5	0	0	90s	100	1	10544
g	1297	656	5	5	0	0	90s	100	1	10544
g	1299	692	5	5	0	0	90s	100	1	10544
g	1290	718	5	5	0	0	90s	100	1	10544
g	1299	736	5	5	0	0	90s	100	1	10544
g	1318	738	5	5	0	0	90s	100	1	10544
g	1348	704	5	5	0	0	90s	100	1	10544
g	1322	683	5	5	0	0	90s	100	1	10544
g	1309	705	5	5	0	0	90s	100	1	10544
g	1359	732	5	5	0	0	90s	100	1	10544
g	1347	657	5	5	0	0	90s	100	1	10544
g	1262	709	5	5	0	0	90s	100	1	10545
g	1269	687	5	5	0	0	90s	100	1	10545
g	1272	661	5	5	0	0	90s	100	1	10545
g	1288	650	5	5	0	0	90s	100	1	10545
g	1300	674	5	5	0	0	90s	100	1	10545
g	1312	691	5	5	0	0	90s	100	1	10545
g	1328	715	5	5	0	0	90s	100	1	10545
g	1333	731	5	5	0	0	90s	100	1	10545
g	1314	755	5	5	0	0	90s	100	1	10545
g	1292	759	5	5	0	0	90s	100	1	10545
g	1266	746	5	5	0	0	90s	100	1	10545
g	1259	742	5	5	0	0	90s	100	1	10545
g	1263	699	5	5	0	0	90s	100	1	10545
g	1272	662	5	5	0	0	90s	100	1	10545
g	1286	636	5	5	0	0	90s	100	1	10545
g	1322	654	5	5	0	0	90s	100	1	10545
g	1353	692	5	5	0	0	90s	100	1	10545
g	1353	719	5	5	0	0	90s	100	1	10545
g	1339	750	5	5	0	0	90s	100	1	10545
g	1303	717	5	5	0	0	90s	100	1	10545
g	1289	686	5	5	0	0	90s	100	1	10545
g	1286	705	5	5	0	0	90s	100	1	10545
g	1285	661	5	5	0	0	90s	100	1	10546
g	1270	674	5	5	0	0	90s	100	1	10546
g	1271	693	5	5	0	0	90s	100	1	10546
g	1276	718	5	5	0	0	90s	100	1	10546
g	1275	747	5	5	0	0	90s	100	1	10546
g	1279	754	5	5	0	0	90s	100	1	10546
g	1307	759	5	5	0	0	90s	100	1	10546
g	1323	753	5	5	0	0	90s	100	1	10546
g	1335	742	5	5	0	0	90s	100	1	10546
g	1344	716	5	5	0	0	90s	100	1	10546
g	1339	683	5	5	0	0	90s	100	1	10546
g	1328	677	5	5	0	0	90s	100	1	10546
g	1314	705	5	5	0	0	90s	100	1	10546
g	1304	730	5	5	0	0	90s	100	1	10546
g	1306	704	5	5	0	0	90s	100	1	10546
g	1309	680	5	5	0	0	90s	100	1	10546
g	1302	639	5	5	0	0	90s	100	1	10547
g	1304	673	5	5	0	0	90s	100	1	10547
g	1310	687	5	5	0	0	90s	100	1	10547
g	1274	695	5	5	0	0	90s	100	1	10547
g	1274	731	5	5	0	0	90s	100	1	10547
g	1293	745	5	5	0	0	90s	100	1	10547
g	1310	745	5	5	0	0	90s	100	1	10547
g	1347	719	5	5	0	0	90s	100	1	10547
g	1334	691	5	5	0	0	90s	100	1	10547
g	1305	715	5	5	0	0	90s	100	1	10547
g	1302	729	5	5	0	0	90s	100	1	10547
g	1266	691	5	5	0	0	90s	100	1	10547
g	1280	661	5	5	0	0	90s	100	1	10547
g	1270	666	5	5	0	0	90s	100	1	10547
g	1257	699	5	5	0	0	90s	100	1	10547
g	1271	724	5	5	0	0	90s	100	1	10547
g	1253	719	5	5	0	0	90s	100	1	10547
g	1307	754	5	5	0	0	90s	100	1	10547
g	1340	743	5	5	0	0	90s	100	1	10547
g	1352	725	5	5	0	0	90s	100	1	10547
g	1352	736	5	5	0	0	90s	100	1	10547
g	1287	764	5	5	0	0	90s	100	1	10548
g	1303	762	5	5	0	0	90s	100	1	10548
g	1347	746	5	5	0	0	90s	100	1	10548
g	1369	715	5	5	0	0	90s	100	1	10548
g	1362	689	5	5	0	0	90s	100	1	10548
g	1337	659	5	5	0	0	90s	100	1	10548
g	1324	644	5	5	0	0	90s	100	1	10548
g	1297	643	5	5	0	0	90s	100	1	10548
g	1276	694	5	5	0	0	90s	100	1	10548
g	1301	711	5	5	0	0	90s	100	1	10548
g	1320	711	5	5	0	0	90s	100	1	10548
g	1305	674	5	5	0	0	90s	100	1	10548
g	1251	690	5	5	0	0	90s	100	1	10548
g	1242	731	5	5	0	0	90s	100	1	10548
g	1240	752	5	5	0	0	90s	100	1	10548
g	1362	660	5	5	0	0	90s	100	1	10548
g	1372	675	5	5	0	0	90s	100	1	10548
g	1361	675	5	5	0	0	90s	100	1	10548
g	1320	631	5	5	0	0	90s	100	1	10548
g	1294	631	5	5	0	0	90s	100	1	10548
g	1300	634	5	5	0	0	90s	100	1	10548
g	1249	672	5	5	0	0	90s	100	1	10548
g	1233	703	5	5	0	0	90s	100	1	10548
g	1255	763	5	5	0	0	90s	100	1	10548
g	1285	768	5	5	0	0	90s	100	1	10548
g	1337	772	5	5	0	0	90s	100	1	10548
g	1356	746	5	5	0	0	90s	100	1	10548
g	1368	732	5	5	0	0	90s	100	1	10548
g	1377	709	5	5	0	0	90s	100	1	10548
g	1382	674	5	5	0	0	90s	100	1	10548
g	1320	766	5	5	0	0	90s	100	1	10547
g	1349	756	5	5	0	0	90s	100	1	10547
g	1371	723	5	5	0	0	90s	100	1	10547
g	1350	667	5	5	0	0	90s	100	1	10547
g	1321	647	5	5	0	0	90s	100	1	10547
g	1323	662	5	5	0	0	90s	100	1	10547
g	1348	644	5	5	0	0	90s	100	1	10547
g	1330	632	5	5	0	0	90s	100	1	10547
g	1335	632	5	5	0	0	90s	100	1	10547
g	1292	623	5	5	0	0	90s	100	1	10547
g	1281	637	5	5	0	0	90s	100	1	10547
g	1316	630	5	5	0	0	90s	100	1	10547
g	1286	731	5	5	0	0	90s	100	1	10546
g	1295	770	5	5	0	0	90s	100	1	10546
g	1336	760	5	5	0	0	90s	100	1	10546
g	1329	731	5	5	0	0	90s	100	1	10546
g	1315	723	5	5	0	0	90s	100	1	10546

