m	566	118	0	0	0	5	10000m	100	1	30111
m	764	64	0	0	0	7	10000m	100	1	30111
m	942	142	0	0	0	5	10000m	100	1	30112
m	562	312	0	0	0	5	10000m	100	1	30112
m	942	246	0	0	0	5	10000m	100	1	30113
m	664	434	0	0	0	7	10000m	100	1	30113
m	942	322	0	0	0	5	10000m	100	1	30114
m	882	434	0	0	0	7	10000m	100	1	30114
m	742	390	0	0	0	3	10000m	100	1	30115
m	900	166	0	0	0	1	10000m	100	1	30115
m	612	250	0	0	0	1	10000m	100	1	30116
m	642	116	0	0	0	3	10000m	100	1	30116
m	716	164	0	0	0	7	10000m	100	1	30117
m	654	213	0	0	0	5	10000m	100	1	30117
m	818	162	0	0	0	7	10000m	100	1	30118
m	708	338	0	0	0	7	10000m	100	1	30118
m	777	336	0	0	0	7	10000m	100	1	30119
m	850	294	0	0	0	5	10000m	100	1	30119
m	802	276	0	0	0	1	10000m	100	1	30119
m	732	294	0	0	0	3	10000m	100	1	30119
m	694	270	0	0	0	1	10000m	100	1	30119
m	800	240	0	0	0	1	10000m	100	1	30119

m	741	216	0	0	1	3	10000m	100	1	30103
//m	734	213	0	0	1	5	10000m	100	1	20042
