g	81	114	5	5	0	0	90s	100	1	10501
g	94	107	5	5	0	0	90s	100	1	10501
g	102	96	5	5	0	0	90s	100	1	10501
g	110	85	5	5	0	0	90s	100	1	10501
g	119	79	5	5	0	0	90s	100	1	10501
g	130	73	5	5	0	0	90s	100	1	10501
g	144	66	5	5	0	0	90s	100	1	10501
g	137	66	5	5	0	0	90s	100	1	10501
g	83	130	5	5	0	0	90s	100	1	10501
g	81	144	5	5	0	0	90s	100	1	10501
g	77	158	5	5	0	0	90s	100	1	10501
g	77	165	5	5	0	0	90s	100	1	10502
g	77	176	5	5	0	0	90s	100	1	10502
g	75	189	5	5	0	0	90s	100	1	10502
g	77	198	5	5	0	0	90s	100	1	10502
g	72	211	5	5	0	0	90s	100	1	10502
g	71	232	5	5	0	0	90s	100	1	10502
g	75	240	5	5	0	0	90s	100	1	10502
g	76	250	5	5	0	0	90s	100	1	10502
g	79	264	5	5	0	0	90s	100	1	10502
g	81	270	5	5	0	0	90s	100	1	10502
g	83	281	5	5	0	0	90s	100	1	10502
g	154	61	5	5	0	0	90s	100	1	10502
g	162	61	5	5	0	0	90s	100	1	10502
g	180	62	5	5	0	0	90s	100	1	10502
g	209	63	5	5	0	0	90s	100	1	10502
g	198	63	5	5	0	0	90s	100	1	10502
g	221	64	5	5	0	0	90s	100	1	10502
g	235	66	5	5	0	0	90s	100	1	10502
g	256	61	5	5	0	0	90s	100	1	10502
g	249	62	5	5	0	0	90s	100	1	10502
g	281	55	5	5	0	0	90s	100	1	10502
g	267	51	5	5	0	0	90s	100	1	10502
g	294	45	5	5	0	0	90s	100	1	10502
g	300	45	5	5	0	0	90s	100	1	10502
g	315	45	5	5	0	0	90s	100	1	10502
g	334	45	5	5	0	0	90s	100	1	10502
g	319	45	5	5	0	0	90s	100	1	10502
g	347	47	5	5	0	0	90s	100	1	10502
g	372	54	5	5	0	0	90s	100	1	10502
g	379	57	5	5	0	0	90s	100	1	10502
g	386	60	5	5	0	0	90s	100	1	10502
g	403	68	5	5	0	0	90s	100	1	10502
g	415	78	5	5	0	0	90s	100	1	10502
g	428	90	5	5	0	0	90s	100	1	10502
g	443	104	5	5	0	0	90s	100	1	10502
g	452	125	5	5	0	0	90s	100	1	10502
g	459	144	5	5	0	0	90s	100	1	10502
g	460	162	5	5	0	0	90s	100	1	10502
g	457	140	5	5	0	0	90s	100	1	10502
g	460	178	5	5	0	0	90s	100	1	10503
g	465	195	5	5	0	0	90s	100	1	10503
g	464	210	5	5	0	0	90s	100	1	10503
g	462	226	5	5	0	0	90s	100	1	10503
g	459	246	5	5	0	0	90s	100	1	10503
g	459	263	5	5	0	0	90s	100	1	10503
g	462	278	5	5	0	0	90s	100	1	10503
g	452	296	5	5	0	0	90s	100	1	10503
g	440	302	5	5	0	0	90s	100	1	10503
g	429	314	5	5	0	0	90s	100	1	10503
g	82	297	5	5	0	0	90s	100	1	10503
g	86	319	5	5	0	0	90s	100	1	10503
g	80	332	5	5	0	0	90s	100	1	10503
g	69	341	5	5	0	0	90s	100	1	10503
g	68	361	5	5	0	0	90s	100	1	10503
g	76	378	5	5	0	0	90s	100	1	10503
g	76	388	5	5	0	0	90s	100	1	10503
g	83	401	5	5	0	0	90s	100	1	10503
g	102	409	5	5	0	0	90s	100	1	10503
g	105	416	5	5	0	0	90s	100	1	10503
g	88	412	5	5	0	0	90s	100	1	10503
g	106	417	5	5	0	0	90s	100	1	10503
